country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","09-04-2026 11:00:00",19.4458210,72.7988231,SO2,1,4,2
India,Maharashtra,Virar,"Bolinj, Virar - MPCB","09-04-2026 11:00:00",19.4458210,72.7988231,CO,10,95,39
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","09-04-2026 11:00:00",17.6336264,75.9132495,SO2,2,6,4
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","09-04-2026 11:00:00",17.6336264,75.9132495,OZONE,12,56,36
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","09-04-2026 11:00:00",19.222279,72.957979,CO,1,26,11
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB","09-04-2026 11:00:00",19.222279,72.957979,OZONE,23,46,28
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","09-04-2026 11:00:00",25.6635413,94.0989878,PM2.5,4,53,27
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","09-04-2026 11:00:00",25.6635413,94.0989878,OZONE,1,7,1
India,Odisha,Balasore,"Kalidaspur, Balasore - OSPCB","09-04-2026 11:00:00",21.51161,86.89088,NH3,1,2,1
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","09-04-2026 11:00:00",11.9309,79.8027,PM10,22,54,37
India,Puducherry,Puducherry,"Jawahar Nagar, Puducherry - PPCC","09-04-2026 11:00:00",11.9309,79.8027,NO2,1,9,5
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB","09-04-2026 11:00:00",31.620000,74.876512,OZONE,44,60,52
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","09-04-2026 11:00:00",31.321907,75.578914,SO2,19,21,20
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB","09-04-2026 11:00:00",31.321907,75.578914,OZONE,37,42,40
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","09-04-2026 11:00:00","30.736056 ",76.209694,NH3,7,8,7
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB","09-04-2026 11:00:00","30.736056 ",76.209694,CO,11,18,15
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","09-04-2026 11:00:00",22.24500000,84.88111111,PM2.5,51,51,51
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","09-04-2026 11:00:00",22.24500000,84.88111111,PM10,34,34,34
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","09-04-2026 11:00:00",22.24500000,84.88111111,NO2,9,9,9
India,Odisha,Rourkela,"Sector-2, Rourkela - OSPCB","09-04-2026 11:00:00",22.24500000,84.88111111,CO,32,32,32
India,Odisha,Suakati,"OMC Colony, Suakati - OSPCB","09-04-2026 11:00:00",21.606865,85.510538,OZONE,41,94,50
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB","09-04-2026 11:00:00",20.9360711,85.1707021,SO2,15,49,28
India,Punjab,Patiala,"Model Town, Patiala - PPCB","09-04-2026 11:00:00",30.349388,76.366642,PM2.5,11,22,16
India,Punjab,Patiala,"Model Town, Patiala - PPCB","09-04-2026 11:00:00",30.349388,76.366642,NO2,16,19,17
India,Punjab,Patiala,"Model Town, Patiala - PPCB","09-04-2026 11:00:00",30.349388,76.366642,OZONE,16,53,18
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - Ambuja Cements","09-04-2026 11:00:00",31.0325454,76.5623046,CO,24,40,30
India,Odisha,Byasanagar,"Ferro Chrome Colony, Byasanagar - OSPCB","09-04-2026 11:00:00",20.94185,86.11510,OZONE,23,99,44
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","09-04-2026 11:00:00","20.48891     ","85.84768     ",PM2.5,13,57,32
India,Odisha,Cuttack,"CDA Area, Cuttack - OSPCB","09-04-2026 11:00:00","20.48891     ","85.84768     ",NO2,5,7,6
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","09-04-2026 11:00:00",21.643900,85.599355,PM2.5,33,48,40
India,Odisha,Keonjhar,"Jagamohanpur, Keonjhar - OSPCB","09-04-2026 11:00:00",21.643900,85.599355,CO,4,40,25
India,Odisha,Rairangpur,"Divisional Forest Office, Rairangpur - OSPCB","09-04-2026 11:00:00",22.265816,86.174829,NO2,8,11,9
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","09-04-2026 11:00:00",22.06156703,85.47409613,NO2,9,15,14
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","09-04-2026 11:00:00",22.06156703,85.47409613,OZONE,14,27,15
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","09-04-2026 11:00:00",21.8004996,83.8396977,CO,38,54,53
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB","09-04-2026 11:00:00",21.8004996,83.8396977,OZONE,40,57,42
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","09-04-2026 11:00:00",20.240790,85.836784,PM10,NA,NA,NA
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","09-04-2026 11:00:00",20.240790,85.836784,CO,18,64,43
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","09-04-2026 11:00:00",25.106006,76.469948,NH3,5,10,7
India,Rajasthan,Baran,"Bamboliya, Baran - RSPCB","09-04-2026 11:00:00",25.106006,76.469948,OZONE,25,133,62
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","09-04-2026 11:00:00",25.747299,71.393989,NH3,NA,NA,NA
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","09-04-2026 11:00:00",25.747299,71.393989,CO,4,25,14
India,Rajasthan,Barmer,"Railway Colony, Barmer - RSPCB","09-04-2026 11:00:00",25.747299,71.393989,OZONE,40,79,59
India,Rajasthan,Bharatpur,"Krishna Nagar, Bharatpur - RSPCB","09-04-2026 11:00:00",27.215415,77.50873,SO2,3,7,4
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","09-04-2026 11:00:00",25.339605,74.618883,PM2.5,23,65,34
India,Rajasthan,Bhilwara,"Pratap Nagar, Bhilwara - RSPCB","09-04-2026 11:00:00",25.339605,74.618883,OZONE,26,86,38
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi - RSPCB","09-04-2026 11:00:00",28.194909,76.862296,PM2.5,55,172,83
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","09-04-2026 11:00:00",25.344694,72.626208,PM2.5,42,65,53
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","09-04-2026 11:00:00",25.344694,72.626208,NH3,2,8,3
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","09-04-2026 11:00:00",24.588397,76.172782,PM2.5,22,78,38
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","09-04-2026 11:00:00",24.588397,76.172782,NH3,6,9,7
India,Rajasthan,Jhalawar,"Rajlaxmi Nagar, Jhalawar - RSPCB","09-04-2026 11:00:00",24.588397,76.172782,OZONE,32,119,66
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","09-04-2026 11:00:00",28.108988,75.386577,PM10,41,193,97
India,Rajasthan,Jhunjhunu,"Indra Nagar, Jhunjhunu - RSPCB","09-04-2026 11:00:00",28.108988,75.386577,NO2,12,82,31
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","09-04-2026 11:00:00",29.610750,74.283608,CO,6,17,9
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","09-04-2026 11:00:00",26.902909,75.836858,NH3,NA,NA,NA
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","09-04-2026 11:00:00",26.902909,75.836858,CO,10,51,39
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB","09-04-2026 11:00:00",26.902909,75.836858,OZONE,40,71,53
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","09-04-2026 11:00:00",26.843698,75.766894,PM2.5,18,130,50
India,Rajasthan,Jaipur,"Mansarovar Sector-12, Jaipur - RSPCB","09-04-2026 11:00:00",26.843698,75.766894,PM10,49,174,82
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","09-04-2026 11:00:00",23.837789,73.714926,SO2,5,15,6
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","09-04-2026 11:00:00",23.837789,73.714926,CO,20,36,34
India,Rajasthan,Dungarpur,"Bhoiwada, Dungarpur - RSPCB","09-04-2026 11:00:00",23.837789,73.714926,OZONE,10,68,26
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","09-04-2026 11:00:00",29.610750,74.283608,PM2.5,4,34,20
India,Rajasthan,Hanumangarh,"Housing Board, Hanumangarh - RSPCB","09-04-2026 11:00:00",29.610750,74.283608,SO2,2,8,5
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","09-04-2026 11:00:00",26.895552,76.334753,PM2.5,20,137,61
India,Rajasthan,Dausa,"Khatikan Mohalla, Dausa - RSPCB","09-04-2026 11:00:00",26.895552,76.334753,NH3,9,23,12
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","09-04-2026 11:00:00",26.699557,77.898881,PM2.5,13,52,28
India,Rajasthan,Dholpur,"Raja Ganj, Dholpur - RSPCB","09-04-2026 11:00:00",26.699557,77.898881,PM10,24,82,41
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","09-04-2026 11:00:00",26.912329,70.909168,PM2.5,13,133,34
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","09-04-2026 11:00:00",26.912329,70.909168,PM10,43,209,87
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","09-04-2026 11:00:00",28.018792,73.292658,NH3,6,11,8
India,Rajasthan,Bikaner,"MM Ground, Bikaner - RSPCB","09-04-2026 11:00:00",28.018792,73.292658,SO2,7,11,9
India,Rajasthan,Bhiwadi,"Vasundhara Nagar_UIT, Bhiwadi - RSPCB","09-04-2026 11:00:00",28.207266,76.829265,CO,12,50,35
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB","09-04-2026 11:00:00",26.9164092,75.7994901,CO,NA,NA,NA
India,Rajasthan,Jodhpur,"Digari Kalan, Jodhpur - RSPCB","09-04-2026 11:00:00",26.295810,73.082283,NO2,12,45,26
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","09-04-2026 11:00:00",26.215415,73.070156,SO2,1,4,2
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","09-04-2026 11:00:00",26.215415,73.070156,OZONE,8,66,30
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","09-04-2026 11:00:00",26.358805,73.047444,PM2.5,27,67,47
India,Rajasthan,Kota,"Dhanmandi, Kota - RSPCB","09-04-2026 11:00:00",25.164090,75.858137,SO2,NA,NA,NA
India,Rajasthan,Kota,"Nayapura, Kota - RSPCB","09-04-2026 11:00:00",25.196024,75.855668,PM2.5,8,77,36
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB","09-04-2026 11:00:00",25.14389,75.821256,NO2,2,11,8
India,Rajasthan,Rajsamand,"Dhoinda, Rajsamand - RSPCB","09-04-2026 11:00:00",25.036360,73.883502,PM2.5,25,217,60
India,Rajasthan,"Sawai Madhopur","Sahu Nagar, Sawai Madhopur - RSPCB","09-04-2026 11:00:00",26.031443,76.359327,OZONE,20,145,59
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","09-04-2026 11:00:00",25.771061," 73.340227",SO2,6,14,9
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","09-04-2026 11:00:00",25.771061," 73.340227",CO,2,68,39
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB","09-04-2026 11:00:00",25.771061," 73.340227",PM2.5,55,154,104
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","09-04-2026 11:00:00",26.506177,77.025989,PM10,39,85,59
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","09-04-2026 11:00:00",27.213494,73.734444,PM10,43,194,92
India,Rajasthan,Nagaur,"Karni Colony, Nagaur - RSPCB","09-04-2026 11:00:00",27.213494,73.734444,NO2,10,49,21
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","09-04-2026 11:00:00",26.358805,73.047444,CO,3,28,22
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","09-04-2026 11:00:00",13.1036,80.2909,CO,20,26,23
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","09-04-2026 11:00:00",13.1036,80.2909,OZONE,16,19,17
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","09-04-2026 11:00:00",11.0328,77.0349,PM10,27,63,38
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","09-04-2026 11:00:00",11.0328,77.0349,NO2,10,11,11
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","09-04-2026 11:00:00",11.0328,77.0349,NH3,1,1,1
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","09-04-2026 11:00:00",11.0328,77.0349,SO2,2,9,4
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","09-04-2026 11:00:00",10.942451,76.978996,NH3,1,1,1
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","09-04-2026 11:00:00",10.942451,76.978996,SO2,25,26,25
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","09-04-2026 11:00:00",27.608912,75.153302,PM2.5,27,103,48
India,Rajasthan,Sikar,"Radhakishan Pura, Sikar - RSPCB","09-04-2026 11:00:00",27.608912,75.153302,NO2,13,71,27
India,Rajasthan,Sirohi,"Vedhaynath Colony, Sirohi - RSPCB","09-04-2026 11:00:00",24.885261,72.857549,NH3,NA,NA,NA
India,Rajasthan,Tonk,"Shastri Nagar, Tonk - RSPCB","09-04-2026 11:00:00",26.159933,75.780517,NO2,3,4,4
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","09-04-2026 11:00:00",13.1278,80.2642,CO,27,36,31
India,TamilNadu,Chennai,"Manali, Chennai - CPCB","09-04-2026 11:00:00",13.164544,80.26285,PM10,33,91,62
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","09-04-2026 11:00:00",12.9533,80.2357,PM2.5,25,155,59
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","09-04-2026 11:00:00",12.9533,80.2357,PM10,23,89,52
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","09-04-2026 11:00:00",24.5886166,73.6321397,PM2.5,53,382,116
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB","09-04-2026 11:00:00",24.5886166,73.6321397,OZONE,2,72,29
India,TamilNadu,Chennai,"Arumbakkam, Chennai - TNPCB","09-04-2026 11:00:00",13.0664,"80.2112 ",NH3,2,2,2
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","09-04-2026 11:00:00",13.4127,80.1081,PM10,74,156,99
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","09-04-2026 11:00:00",13.4127,80.1081,SO2,15,37,30
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB","09-04-2026 11:00:00",9.865935,78.022669,PM10,27,91,59
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","09-04-2026 11:00:00",11.4068288,76.7138973,OZONE,5,6,5
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","09-04-2026 11:00:00",11.258242,77.552761,SO2,14,16,16
India,Telangana,Hyderabad,"Central University, Hyderabad - TSPCB","09-04-2026 11:00:00",17.460103,78.334361,NO2,14,52,28
India,TamilNadu,Tirupur,"Kumaran College, Tirupur - TNPCB","09-04-2026 11:00:00",11.0973603,77.3228673,PM2.5,27,80,42
India,TamilNadu,Thoothukudi,"Meelavittan, Thoothukudi - TNPCB","09-04-2026 11:00:00","8.816428 ",78.099039,OZONE,24,33,30
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","09-04-2026 11:00:00",17.5316895,78.218939,CO,40,109,76
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","09-04-2026 11:00:00",17.5316895,78.218939,OZONE,17,20,19
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","09-04-2026 11:00:00",17.585705,78.126199,NH3,3,5,4
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB","09-04-2026 11:00:00",17.585705,78.126199,OZONE,26,31,30
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","09-04-2026 11:00:00",17.393559,78.339194,PM2.5,57,85,64
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB","09-04-2026 11:00:00",17.393559,78.339194,CO,22,40,26
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","09-04-2026 11:00:00",17.544899,78.486949,SO2,8,14,12
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","09-04-2026 11:00:00",17.37206,78.50864,SO2,14,19,16
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB","09-04-2026 11:00:00",17.37206,78.50864,OZONE,10,40,17
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","09-04-2026 11:00:00",17.528544,78.286195,NH3,3,5,4
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","09-04-2026 11:00:00",17.4559458,78.4332152,OZONE,14,42,16
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","09-04-2026 11:00:00",17.417094,78.457437,PM2.5,31,73,46
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","09-04-2026 11:00:00",17.417094,78.457437,NH3,4,5,4
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","09-04-2026 11:00:00",17.417094,78.457437,SO2,16,22,18
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","09-04-2026 11:00:00",17.417094,78.457437,OZONE,5,37,14
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","09-04-2026 11:00:00",17.349694,78.451437,NO2,2,12,7
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","09-04-2026 11:00:00",27.19865833,78.00598056,CO,27,36,34
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","09-04-2026 11:00:00",27.19412,77.96237,PM10,6,96,72
India,Uttar_Pradesh,Agra,"Sector-3B Avas Vikas Colony, Agra - UPPCB","09-04-2026 11:00:00",27.19412,77.96237,SO2,13,15,14
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB","09-04-2026 11:00:00",27.169338,78.03582,SO2,58,70,63
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB","09-04-2026 11:00:00",17.429398,78.569354,PM2.5,47,73,54
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","09-04-2026 11:00:00",17.5316895,78.218939,PM2.5,42,183,86
India,Uttar_Pradesh,Agra,"Sanjay Palace, Agra - UPPCB","09-04-2026 11:00:00",27.19865833,78.00598056,NO2,8,13,9
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","09-04-2026 11:00:00",17.470431,78.566959,NO2,25,51,33
India,Uttar_Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB","09-04-2026 11:00:00","28.739153 ","77.273668 ",CO,44,68,63
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB","09-04-2026 11:00:00",26.730136,83.433859,NO2,11,12,12
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","09-04-2026 11:00:00",28.47272,77.482000,PM10,62,171,104
India,Uttar_Pradesh,"Greater Noida","Knowledge Park - III, Greater Noida - UPPCB","09-04-2026 11:00:00",28.47272,77.482000,NO2,13,45,28
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB","09-04-2026 11:00:00",27.19862,77.92066,SO2,4,5,5
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB","09-04-2026 11:00:00",28.964949,77.278761,PM2.5,23,93,59
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB","09-04-2026 11:00:00",28.359581,79.414455,SO2,1,12,5
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","09-04-2026 11:00:00",28.6603346,77.3572563,OZONE,25,182,54
India,Uttar_Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB","09-04-2026 11:00:00","28.739153 ","77.273668 ",PM10,77,159,112
India,Uttar_Pradesh,Ghaziabad,"Ved Vihar-Loni, Ghaziabad - UPPCB","09-04-2026 11:00:00","28.739153 ","77.273668 ",NH3,4,40,27
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB","09-04-2026 11:00:00",28.685382,77.453839,OZONE,14,155,34
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB","09-04-2026 11:00:00",28.6603346,77.3572563,PM2.5,42,110,65
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","09-04-2026 11:00:00",28.725645,77.749675,PM10,38,73,53
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","09-04-2026 11:00:00",28.725645,77.749675,NO2,9,34,14
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB","09-04-2026 11:00:00",28.725645,77.749675,SO2,17,47,31
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","09-04-2026 11:00:00",27.1594,78.3953,PM2.5,25,55,35
India,Uttar_Pradesh,Firozabad,"Vibhab Nagar, Firozabad - UPPCB","09-04-2026 11:00:00",27.1594,78.3953,SO2,2,3,3
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB","09-04-2026 11:00:00",28.646233,77.358075,PM10,53,152,106
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB","09-04-2026 11:00:00",28.406963,77.849831,CO,16,50,37
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB","09-04-2026 11:00:00",28.757294,77.278792,OZONE,9,90,22
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","09-04-2026 11:00:00",28.2348927,77.8683002,NH3,1,1,1
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","09-04-2026 11:00:00",28.2348927,77.8683002,SO2,10,124,15
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB","09-04-2026 11:00:00",28.2348927,77.8683002,CO,1,68,17
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","09-04-2026 11:00:00",26.766433,80.927299,PM10,NA,NA,NA
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB","09-04-2026 11:00:00",26.766433,80.927299,OZONE,1,61,18
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","09-04-2026 11:00:00",26.509954,80.249612,PM10,23,87,48
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","09-04-2026 11:00:00",26.509954,80.249612,NH3,2,2,2
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB","09-04-2026 11:00:00",26.509954,80.249612,CO,18,33,21
India,Uttar_Pradesh,Kanpur,"Nehru Nagar, Kanpur - UPPCB","09-04-2026 11:00:00",26.4703136,80.3229863,PM10,14,84,49
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB","09-04-2026 11:00:00",26.906111,80.948222,PM10,36,88,61
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","09-04-2026 11:00:00",26.8458805,80.9365541,PM2.5,4,235,58
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB","09-04-2026 11:00:00",26.8458805,80.9365541,NH3,13,20,16
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","09-04-2026 11:00:00",28.999264,77.7590354,PM2.5,8,317,42
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","09-04-2026 11:00:00",28.999264,77.7590354,PM10,17,65,47
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","09-04-2026 11:00:00",28.999264,77.7590354,NH3,3,4,3
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB","09-04-2026 11:00:00",28.999264,77.7590354,SO2,19,31,23
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB","09-04-2026 11:00:00",29.063510,77.709723,OZONE,23,99,54
India,Uttar_Pradesh,Modinagar,"SRM University, Modinagar - UPPCB","09-04-2026 11:00:00","28.798171 ","77.540243 ",SO2,3,27,13
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB","09-04-2026 11:00:00",28.9535882,77.7622941,OZONE,29,83,48
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB","09-04-2026 11:00:00",26.428282,80.327067,PM2.5,16,60,30
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB","09-04-2026 11:00:00",28.88528,78.73880,SO2,NA,NA,NA
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB","09-04-2026 11:00:00",28.856664,78.772638,PM10,16,60,32
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB","09-04-2026 11:00:00",28.849399,78.742362,CO,16,24,22
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB","09-04-2026 11:00:00",28.802625,78.753728,NO2,NA,NA,NA
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","09-04-2026 11:00:00",29.4723508,77.7194031,PM2.5,24,246,87
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB","09-04-2026 11:00:00",29.4723508,77.7194031,OZONE,6,88,46
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","09-04-2026 11:00:00",28.5447608,77.3231257,PM10,68,167,103
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","09-04-2026 11:00:00",28.5447608,77.3231257,NH3,9,20,16
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB","09-04-2026 11:00:00",28.5447608,77.3231257,CO,18,79,51
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD","09-04-2026 11:00:00",28.6245479,77.3577104,PM2.5,18,77,46
India,Uttar_Pradesh,Raebareli," Indira Nagar, Raebareli - NTPC Unchahar","09-04-2026 11:00:00",26.207781,81.245571,NO2,15,23,18
India,Uttar_Pradesh,Raebareli," Indira Nagar, Raebareli - NTPC Unchahar","09-04-2026 11:00:00",26.207781,81.245571,NH3,7,12,9
